geometry,addr_country,amenity,emergency,healthcare,name,name_etymology_wikidata,healthcare_speciality,addr_city,addr_street,addr_district,addr_full,addr_postcode,addr_state,source,addr_housenumber,phone,website,wikidata,operator,name_en,email,internet_access,opening_hours,survey_date,description,operator_type,addr_subdistrict,contact_phone,time,services,contact_website,building,level,Latitude,Longitude,Region
POINT (79.118034 21.124008),,hospital,,hospital,Wanjari Hospital,,,,,Nagpur,"Umrer Road, Bhande Plot Chowk, Raghuji Nagar, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.124008199999995,79.1180338,Central
POINT (79.079754 21.094776),,hospital,,,Iris Eye Hospital,,,,,Nagpur,"Above Syndicate Bank, Opp Ajanta Marble ,1 km from Railway Crossing, Somalwada Road, Manish Nagar, Somalwada, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.09477649999999,79.0797539,South
POINT (79.117023 21.124069),,hospital,,hospital,Suryodaya Multispeciality Hospital,,,,,Nagpur,"Ayurvedic Layout, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1240692,79.1170231,Central
POINT (79.114254 21.127863),,hospital,,hospital,Anmol Maternity & Nursing Home,,,,,Nagpur,"Umrer Road, Sakkardara Chowk, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.127863000000005,79.1142545,Central
POINT (79.077771 21.093294),,hospital,,,Child Hospital,,,,,Nagpur,"Beltarodi Road, Maghre Layout, Manish Nagar, Somalwada, Nagpur",440027.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.0932935,79.0777707,South
POINT (79.073112 21.100352),,hospital,,,Puri Hospital and Maternity Home,,,,,Nagpur,"Railway Crossing Road, Guru Datta Colony, Manish Nagar, Somalwada, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1003517,79.073112,South
POINT (79.12203 21.145237),,hospital,,hospital,Somani Hospital,,,,,Nagpur,"Bagadganj Cement Road, Surya Nagar, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.145237,79.12203,Central
POINT (79.104942 21.120371),,hospital,,hospital,Shree Vighnaharta Hospital,,,,,Nagpur,"Manewada Road, Jawahar Nagar, Ayodhya Nagar, Nagpur",440024.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.120370699999995,79.1049421,Central
POINT (79.13432 21.147794),,hospital,,hospital,Biranjan Hospital,,,,,Nagpur,"In Royal Apartment, Central Avenue, Near Vardhman Nagar Chowk, Uday Nagar, Wardhaman Nagar Colony, Nagpur,",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.147794,79.13432000000002,East
POINT (79.102154 21.097166),,hospital,,,Yashoda Hospital,,,,,Nagpur,"Geeta Nagar, Manewada, Nagpur",440034.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.097165999999994,79.1021542,South
POINT (79.104648 21.125916),,hospital,,hospital,Panacea Multi Speciality Hospital,,,,,Nagpur,"Ridge Road, Hanuman Nagar, Nagpur",440003.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.125915700000004,79.1046481,Central
POINT (79.160277 21.15098),,hospital,,,Shri Bhawani Multispeciality Hospital and Research Institute,,,,,Nagpur,"Shri Bhawani Mata Mandir Road, Bhandara Road, Pardi, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.15098,79.16027700000001,East
POINT (79.066661 21.100806),,hospital,,,Kherde Maternity & Nursing Home,,,,,Nagpur,"Somalvada Layout, Jai Prakash Nagar, Somalwada, Nagpur",440025.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.100805500000003,79.0666607,South
POINT (79.119803 21.106478),,hospital,,hospital,Pushpachakra Hospital,,,,,Nagpur,"Hudkeshwar Road, New Neharu Nagar, Sanmarga Nagar, Nagpur",440034.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.106478500000005,79.11980300000002,South
POINT (79.057005 21.115819),,hospital,,,Kalpataru Hospital,,,,,Nagpur,"Cement Road, Near Saraswat Bank, Kotwal Nagar, Pratap Nagar, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.115819,79.057005,South
POINT (79.117119 21.107587),,hospital,,hospital,Indira Hospital,,,,,Nagpur,"Ashirwad Nagar, Nagpur",440034.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.107586699999995,79.1171192,South
POINT (79.120204 21.148428),,hospital,,hospital,Shri Ameya Hospital,,,,,Nagpur,"Gangabai Ghat Road, Near Telephone Exchange Square, Queta Colony, Bagadganj, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1484275,79.1202037,Central
POINT (79.116817 21.137334),,hospital,,hospital,Narmada Ratan Taori Hospital,,,,,Nagpur,"Behind S D Hospital, 48-l, Ajamshah Layout, Ganesh Nagar, Nandanvan, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.137333999999992,79.116817,Central
POINT (79.12338 21.178166),,hospital,,,HCG NCHRI Cancer Centre,,,,,Nagpur,"Ring Road, Near Automotive Square Kalam Bande Nawaz Nagar, Binaki, Nagpur",440017.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.178165499999995,79.1233803,East
POINT (79.102595 21.122916),,hospital,,hospital,Sure care Multispeciality Hospital,,,,,Nagpur,"Opposite Superspeciality Hospital, Vishvakarmanagar, Nagpur",440027.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.122916,79.1025949,Central
POINT (79.133612 21.147481),,hospital,,hospital,Auro Critical Care Hospital,,,,,Nagpur,"Vaishnavi Devi Square, Deshpande Layout Road, Wardhman Nagar, Central Avenue, Babulban, Nagpur,",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1474812,79.1336117,East
POINT (79.117271 21.131135),,hospital,,,Adishakti Hospital,,,,,Nagpur,"Nandanvan Road, Tiranga Chowk, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.131135,79.1172712,Central
POINT (79.037527 21.116532),,hospital,,,Life Springs Hospital,,,,,Nagpur,"Ring Road, Parsodi, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1165322,79.0375271,West
POINT (79.109678 21.105297),,hospital,,hospital,Omkar Nursing Home,,,,,Nagpur,"Lavkush Nagar, Manewada, Nagpur",440034.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1052967,79.1096776,South
POINT (79.131429 21.148474),,hospital,,hospital,Radiance Hospital,,,,,Nagpur,"Central Avenue, Near Pritam Bhawan, Chapry Nagar, Ambedkar Square, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.148474,79.131429,East
POINT (79.11968 21.132872),,hospital,,,Gananam Hospital,,,,,Nagpur,"Nandanvanam Kirti Nagar, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.132872000000003,79.11968,Central
POINT (79.064347 21.118341),,hospital,,,Aparajit Orthopaedic & Maternity Nursing Home,,,,,Nagpur,"Near State Bank Of India, West High Court Road, R.P.T.S. Chowk, Surendra Nagar, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.118341,79.064347,Central
POINT (79.078408 21.089513),,hospital,,,KRIMS Hospitals,,,,,Nagpur,"Beltarodi Road, Opposite Kachore Lawn, Amar Sanjaynagar Soceity",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.089513200000003,79.0784084,South
POINT (79.120441 21.148033),,hospital,,hospital,Safe Hands Hospitals,,,,,Nagpur,"Gangabai Ghat Road, Telephone Exchange Square, Central Avenue, Mangalwari, Lakadganj, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1480333,79.1204414,Central
POINT (79.05939 21.125429),,hospital,,hospital,Renuka Maternity & ENT Hospital,,,,,Nagpur,"Shraddhanand Peth Square, Abhyankar Nagar Road, Nagpur",440010.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1254292,79.0593904,Central
POINT (79.119729 21.106657),,hospital,,hospital,Shri Krupa Hospital,,,,,Nagpur,"Ram Bhau, Bus Stop, 111, Hudkeshwar Road, New Neharu Nagar, Mhalgi Nagar, Nagpur,",440034.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.106656699999995,79.1197293,South
POINT (79.123308 21.147904),,hospital,,hospital,Kimmatkar Orthopaedic Hospital,,,,,Nagpur,"Chapru Nagar, Bagadganj, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.147904000000004,79.123308,Central
POINT (79.064934 21.118874),,hospital,,,Deshmukh Hospital,,,,,Nagpur,"Plot No 60, Surendra Nagar, Vivekanand Nagar, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.118874000000005,79.06493410000002,Central
POINT (79.056494 21.116954),,hospital,,,Ear Nose & Throat Hospital,,,,,Nagpur,"Pratap Nagar, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1169542,79.0564945,West
POINT (79.068363 21.110861),,hospital,,,Naik Hospital,,,,,Nagpur,"Ring Road, Central Excise Colony, New Sneh Nagar, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1108614,79.06836270000001,South
POINT (79.110519 21.131205),,hospital,,hospital,Shreemayi Hospital,,,,,Nagpur,"Umred Road, Reshim Bagh, Nagpur",440024.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.131205,79.110519,Central
POINT (79.114044 21.128076),,hospital,,hospital,Barad Hospital,,,,,Nagpur,"Umred Road, Sakkardara Road, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.128076,79.11404360000002,Central
POINT (79.050888 21.115427),,hospital,,,Dr. Arvind Kinge General Hospital,,,,,Nagpur,"Gopal Nagar, Gayatri Nagar, Pratap Nagar, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1154272,79.0508885,West
POINT (79.071857 21.110765),,hospital,,,Kalpavruksha Hospital,,,,,Nagpur,"Ring Road, Pragati Colony, Chhatrapati Shivaji Square, Kanphade Nagar, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.110765,79.0718571,South
POINT (79.122457 21.143716),,hospital,,hospital,Chakole Government Hospital,,,,,Nagpur,"Bagadganj, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1437162,79.122457,Central
POINT (79.113319 21.129294),,hospital,,hospital,Shahu Hospital,,,,,Nagpur,"Old Shukrawari Road, Sakkardara Road, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.129294,79.113319,Central
POINT (79.123095 21.120021),,hospital,,,Jafri Hospital and Research Centre,,,,,Nagpur,"Dighori Road, Sakkardara, Harpur Nagar, Taj Bagh, Nagpur",440024.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1200212,79.1230947,East
POINT (79.138924 21.124545),,hospital,,,Anurag Multi Specialty Hospital,,,,,Nagpur,"Kharbi Road, Saibaba Nagar, Dighori, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.124545,79.138924,East
POINT (79.010109 21.15403),,hospital,,,Well Treat Multispeciality Hospital,,,,,Nagpur,"National Highway 6, Above ICICI Bank, Wadi, Nagpur",440023.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.15403,79.01010900000001,West
POINT (79.042627 21.114541),,hospital,,,Shri Swami Samarth Hospital,,,,,Nagpur,"Ring Road, Opposite NIT Garden, Near State Bank, Subhash Nagar, Trimurtee Nagar, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1145409,79.0426266,West
POINT (79.07665 21.090941),,hospital,,,Utkarsha Nursing Home,,,,,Nagpur,"Jai Hind Society Near Kachore Lawn, Manish Nagar, Besa-Beltarodi Road, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.0909407,79.07665,South
POINT (79.112931 21.149146),,hospital,,hospital,Gandhi Nursing Home and Cocoon Test Tube Baby Centre,,,,,Nagpur,"Central Avenue, Darodkar Square, Nagpur",440032.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1491465,79.1129312,Central
POINT (79.120716 21.13905),,hospital,,hospital,Santaji Hospital,,,,,Nagpur,"KDK College Road, Rajendra Nagar, Nandanvan, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.139050299999997,79.1207165,Central
POINT (79.12688 21.117059),,hospital,,hospital,Samarpan Nursing Home,,,,,Nagpur,"MH MSH 9, Taj Bagh, Nagpur",440024.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.117059,79.1268798,East
POINT (79.129292 21.170562),,hospital,,,Sartaj Hospital,,,,,Nagpur,"Binaki, Phukatnagar, Nagpur",440017.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1705617,79.1292917,East
POINT (79.116421 21.138248),,hospital,,hospital,S D Hospital,,,,,Nagpur,"Rokade Bhawan, Near SD Hospital Road, Ganesh Nagar, Azamshah Layout, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.138248,79.1164206,Central
POINT (79.119191 21.152789),,hospital,,hospital,Om Multispeciality Hospital,,,,,Nagpur,"Plot Number 96A, Queta Colony, Lakadganj, Nagpur",440008.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.152789,79.1191913,Central
POINT (79.117298 21.12538),,hospital,,hospital,Bhelonde Child Hospital & Multispeciality Hospital,,,,,Nagpur,"1st Floor, Jameela Arcade, Gadchiroli - Nagpur Highway, Sakkardara, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.12538,79.117298,Central
POINT (79.064862 21.118242),,hospital,,,Vedansha Hospital,,,,,Nagpur,"30, W High Ct Road, Surendra Nagar, Vivekanand Nagar, Nagpur",440015.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.118241699999995,79.0648616,Central
POINT (79.038361 21.116194),,hospital,,,Mrutyunjai Hospital,,,,,Nagpur,"Ring Road, Parsodi, Trimurtee Nagar, Nagpur",440022.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.116194,79.03836100000001,West
POINT (79.117842 21.130671),,hospital,,,Abhiyog Hospital,,,,,Nagpur,"Plot No.481, Sakkdara, Police Station Road, Tiranga Square, Nagpur",440009.0,Maharastra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.130671199999995,79.1178421,Central
POINT (79.114003 21.128022),,hospital,,,Mogre Children Hospital,,,,,Nagpur,"Tajshree Govind,1st&2 nd Floor,Nagpur",440024.0,Maharashtra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.128022099999995,79.1140026,Central
POINT (79.105162 21.189091),,hospital,,,Hope Hospital,,,,,Nagpur,"Teka Naka, Nagpur",440012.0,Maharashtra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.18909100000001,79.105162,North
POINT (79.066021 21.146077),,hospital,,,Ganga Care Hospital Limited,,,,,Nagpur,"34/2, Gorepeth, Nagpur",440010.0,Maharashtra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1460772,79.0660212,Central
POINT (79.121884 21.151506),,hospital,,,NewEra Hospital,,,,,Nagpur,"Queta Colony, Lakadganj, Nagpur",440008.0,Maharashtra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.1515056,79.1218843,Central
POINT (79.042767 21.120439),,hospital,yes,hospital,Viveka Hospital,,cardiology;neurology;orthopaedics;surgery;general,Nagpur,Subhash Nagar,Nagpur,"Subhash Nagar, Nagpur, Maharashtra- 440022",440022.0,Maharashtra,Local Knowledge,1A,,,,,,,,,,,,,7447441468,,,,,,21.1204386,79.0427671,West
POINT (79.091355 21.190499),,hospital,,,Lifeline hospital,,,,,Nagpur,"Shambhu Nagar, Nagpur",440014.0,Maharashtra,Local Knowledge,,,,,,,,,,,,,,,,,,,,21.190499,79.0913554,North
POINT (79.056473 21.114282),,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1142819,79.0564727,South
POINT (79.093883 21.128164),,hospital,,,,,,,Medical Square,,,440003.0,,,16,,,,,Aureus Institute of Medical Science,,,24/7,,,,,,,,,,,21.1281645,79.0938826,Central
POINT (79.08116 21.108128),,hospital,,hospital,Suyog Hospital,,orthopaedics,Nagpur,"Chatrapati Square, Narendra Nagar, Suyog Nagar",,,440015.0,,,"Plot No 67, behind Indrayani TVS",,,,,,,,,,,,,,,,,,,21.10812779999999,79.0811599,South
POINT (79.06266 21.075312),,hospital,,hospital,PROPOSED SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.075312499999995,79.0626595,South
POINT (79.078611 21.196507),,hospital,,hospital,Remedia Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.196506900000003,79.0786109,North
POINT (79.11313 21.1048),,hospital,,,Tambe Hospital,,gynaecology,,,,,,,,,,,,,,,,,,,,,,,,,,,21.104800099999995,79.1131296,South
POINT (79.111156 21.123597),,hospital,,,Dr. Sunil V. Bajaj,,paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1235966,79.1111558,Central
POINT (79.084823 21.154599),,hospital,,hospital,Kingsway Hospital,,general,,KP Ground,,,,,,,,,,,,,,,,,,,,,,,,,21.1545986,79.0848229,Central
POINT (79.101922 21.101463),,hospital,,hospital,Medinine Hospital,,,,,,,,,,,,,,,,,,,,,,,,,"ortho, medicine, gynac",,,,21.1014632,79.1019221,South
POINT (79.065512 21.10336),,hospital,,hospital,Arogyam Superspeciality Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.103359500000007,79.0655119,South
"POLYGON ((79.096957 21.129891, 79.097056 21.129908, 79.097931 21.129776, 79.098052 21.129698, 79.098536 21.128935, 79.098596 21.128723, 79.098363 21.125933, 79.098231 21.125868, 79.096935 21.125952, 79.096856 21.125957, 79.09579 21.126026, 79.095696 21.126093, 79.096212 21.12921, 79.096311 21.129331, 79.096957 21.129891))",,hospital,yes,hospital,Nagpur Government Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12775537654057,79.09723255337403,Central
"POLYGON ((79.104318 21.119962, 79.104561 21.119941, 79.104547 21.119791, 79.104303 21.119812, 79.104318 21.119962))",,hospital,,hospital,KMG Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11987670003235,79.10443214999896,Central
"POLYGON ((79.104597 21.122779, 79.10478 21.122778, 79.104788 21.12265, 79.104603 21.122645, 79.104597 21.122779))",,hospital,,hospital,Niyakshi Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12271291182708,79.10469115119461,Central
"POLYGON ((79.079221 21.186061, 79.079817 21.186064, 79.079789 21.185329, 79.079204 21.18533, 79.079209 21.185575, 79.079214 21.185766, 79.079221 21.186061))",,hospital,,,ALEXIS MULTISPECIALITY HOSPITAL PVT. LTD.,,,Nagpur,Koradi Road,,,440030.0,,,"232, Mankapur",,,,,,,,,,,,,,,,,,,21.185697253664895,79.07950789995813,North
"POLYGON ((79.078118 21.175766, 79.078807 21.175916, 79.078941 21.175426, 79.078855 21.175341, 79.078233 21.175236, 79.078118 21.175766))",,hospital,,,Mental Hospital,,,Nagpur,Rajnagar,,,,,,,,,,,,,,,,,,,,,,,,,21.175569677712943,79.07852991779859,Central
"POLYGON ((79.119783 21.140114, 79.120047 21.140109, 79.12002 21.139125, 79.120211 21.139115, 79.120208 21.138805, 79.119961 21.13883, 79.119972 21.13901, 79.119784 21.139015, 79.119783 21.140114))",,hospital,,hospital,SevenStar Hospital,,,Nagpur,Jagnade Square,,,,,,,,,,,,,,,,,,,0712-6699888,,,http://sevenstarhospitals.com/,,,21.139451092179,79.11994573497702,Central
"POLYGON ((79.054086 21.132125, 79.054025 21.132218, 79.054208 21.132323, 79.05427 21.13223, 79.054086 21.132125))",,hospital,,,Wockhardt Heart Hospital,,,,,Nagpur,"27, Corporation Colony, North Ambazari Road",440033.0,Maharashtra,OpenGovernmentData,,,https://nagpur1.wockhardthospitals.com/,,,,,,,,,,,,,,,hospital,,21.13222383386513,79.05414736057921,Central
"POLYGON ((79.06116 21.128495, 79.061223 21.128571, 79.061098 21.128661, 79.06117 21.128749, 79.061296 21.128659, 79.061449 21.128845, 79.061643 21.128706, 79.061581 21.128632, 79.061609 21.128611, 79.061634 21.128641, 79.061687 21.128603, 79.061585 21.12848, 79.061423 21.128596, 79.061273 21.128414, 79.06116 21.128495))",,hospital,,hospital,Central India Institute Of Medical Sciences,,,,,Nagpur,"88/2, Bajaj Nagar",440010.0,Maharashtra,OpenGovernmentData,,,,,,CIIMS Hospital,,,,,,,,,,,,hospital,2.0,21.12863009758924,79.06139747954776,Central
"POLYGON ((79.096548 21.12681, 79.096641 21.126806, 79.096638 21.126744, 79.09753 21.126686, 79.097534 21.126716, 79.097638 21.126709, 79.097631 21.126586, 79.097576 21.126586, 79.097569 21.126439, 79.097616 21.126439, 79.09761 21.126262, 79.097548 21.126261, 79.097542 21.126102, 79.09759 21.1261, 79.097586 21.125961, 79.097478 21.125964, 79.09748 21.126014, 79.097163 21.126032, 79.097092 21.126033, 79.097074 21.125866, 79.096927 21.125878, 79.096935 21.125952, 79.096856 21.125957, 79.096866 21.126054, 79.096564 21.126073, 79.096557 21.126045, 79.096469 21.126047, 79.096478 21.12619, 79.096574 21.126185, 79.096608 21.126636, 79.096511 21.126646, 79.096512 21.126703, 79.096516 21.126777, 79.096547 21.126777, 79.096548 21.12681))",,hospital,,hospital,GMC building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.126360833390947,79.09706793307173,Central
"POLYGON ((79.064414 21.075562, 79.061816 21.07674, 79.061248 21.075711, 79.061134 21.075298, 79.061092 21.075025, 79.061078 21.07493, 79.063526 21.074057, 79.064414 21.075562))",,hospital,,hospital,PROPOSED SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.075358046852653,79.06265236498331,South
"POLYGON ((79.077244 21.134654, 79.077412 21.134708, 79.077496 21.134508, 79.077325 21.134445, 79.077244 21.134654))",,hospital,,hospital,Darda Hospital & Maternity Home,,gynaecology;general,,,,,,,,,,,,,,,,,,,,,,,,,,,21.134578043483977,79.07736910415467,Central
"POLYGON ((79.099086 21.149928, 79.09906 21.149527, 79.099562 21.149498, 79.099588 21.1499, 79.099086 21.149928))",,hospital,yes,hospital,Harishchandra Healthcare Pvt Ltd,,,Nagpur,,,,,,,,,,,,,,,,,,,,,,,,,,21.149713474078577,79.09932421033834,Central
"POLYGON ((79.1136 21.1276, 79.113407 21.127528, 79.113395 21.127175, 79.113646 21.12718, 79.113879 21.12738, 79.1136 21.1276))",,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12737247182749,79.11358956895168,Central
"POLYGON ((79.114045 21.127019, 79.113593 21.127026, 79.113594 21.126973, 79.113503 21.12697, 79.1135 21.126639, 79.113414 21.126632, 79.113402 21.126449, 79.114074 21.12646, 79.114045 21.127019))",,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12672224288349,79.11376560627762,Central
"POLYGON ((79.108239 21.136121, 79.10824 21.136068, 79.108104 21.136067, 79.108104 21.13612, 79.108239 21.136121))",,hospital,,hospital,Shree Multispecialtiy Hospital,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,21.136093875170385,79.10817182130634,Central
"POLYGON ((79.100639 21.133968, 79.100713 21.133897, 79.100808 21.133966, 79.100722 21.134042, 79.100639 21.133968))",,hospital,,hospital,,,,Nagpur,,,,440003.0,,,,,,,,,,,,,,,,,,,,,,21.133968907864947,79.10072152955273,Central
"POLYGON ((79.108261 21.136008, 79.108263 21.135906, 79.108092 21.135903, 79.10809 21.136005, 79.108261 21.136008))",,hospital,,hospital,Gastrologist and Liver Diseases,,,Nagpur,Reshimbagh Rd,,,440009.0,,,,,,,,,,,,,,,,,,,,,,21.13595536964519,79.1081765614431,Central
