geometry,building,name,name:en,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,building:levels,building:use,addr:country,office,addr:housename,alt_name,designation,int_name,old_name,source,wikidata,height,layer,residential,addr:district,wheelchair,amenity,toilets:wheelchair,created_by,landuse,description,note,operator,operator:wikidata,operator:wikipedia,power,ref,start_date,substation,voltage,name:mr,shop,brand,brand:wikidata,brand:wikipedia,tourism,fax,smoking,religion,leisure,name:etymology:wikidata,addr:place,ele,denomination,aeroway,man_made,addr:unit,addr:full,addr:state,name:ur,content,building:material,addr:subdistrict,architect,emergency,healthcare,level,government,opening_hours,sport,guest_house,internet_access,internet_access:fee,healthcare:speciality,not:operator:wikidata,atm,branch,drive_through,short_name,historic,historic:civilization,building:levels:underground,parking,floor,contact:phone,indoor_seating,outdoor_seating,self_service,industrial,amenity_1,nohousenumber,fast_food,alt_name:en,cuisine,diet:local,diet:non-vegetarian,diet:vegetarian,name:hi,roof:material,email,area,wikimedia_commons,ref:colour,building:colour,house,brand:short,operator:short,craft,telecom,brewery,min_age,type,rooms,Latitude,Longitude,Region
"POLYGON ((79.118719 21.110608, 79.118738 21.11059, 79.11869 21.110548, 79.118671 21.110567, 79.118719 21.110608))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110578056588245,79.11870465384288,South
"POLYGON ((79.118669 21.110652, 79.118706 21.110616, 79.118663 21.110578, 79.118626 21.110613, 79.118669 21.110652))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11061470063556,79.11866603338254,South
"POLYGON ((79.118732 21.110713, 79.118779 21.110667, 79.118726 21.110619, 79.118679 21.110665, 79.118732 21.110713))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11066590036679,79.11872898335533,South
"POLYGON ((79.118676 21.110756, 79.118717 21.110715, 79.118673 21.110677, 79.118632 21.110718, 79.118676 21.110756))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110716750001824,79.11867454999995,South
"POLYGON ((79.118612 21.110704, 79.118655 21.110662, 79.11861 21.110622, 79.118567 21.110664, 79.118612 21.110704))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110663417036633,79.11861136626999,South
"POLYGON ((79.118566 21.110746, 79.118599 21.110713, 79.118553 21.110673, 79.11852 21.110705, 79.118566 21.110746))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11070930000152,79.11855959999836,South
"POLYGON ((79.118843 21.110794, 79.11887 21.110769, 79.11882 21.110723, 79.118793 21.110749, 79.118843 21.110794))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110758754691602,79.1188314848585,South
"POLYGON ((79.118889 21.110769, 79.118922 21.110735, 79.118861 21.110684, 79.118828 21.110718, 79.118889 21.110769))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110726750002232,79.11887519999607,South
"POLYGON ((79.118976 21.110694, 79.118915 21.110637, 79.118873 21.110677, 79.118934 21.110733, 79.118976 21.110694))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1106852500025,79.1189246999963,South
"POLYGON ((79.118978 21.110781, 79.119027 21.110742, 79.118989 21.110701, 79.11894 21.11074, 79.118978 21.110781))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11074130000202,79.11898350000037,South
"POLYGON ((79.119033 21.110731, 79.119077 21.110692, 79.119058 21.110674, 79.119015 21.110712, 79.119033 21.110731))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110702256212875,79.11904566395228,South
"POLYGON ((79.119006 21.110704, 79.119049 21.110665, 79.11898 21.1106, 79.118938 21.110639, 79.119006 21.110704))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110652250002822,79.11899334999421,South
"POLYGON ((79.119062 21.110662, 79.119112 21.110615, 79.119028 21.110539, 79.118979 21.110587, 79.119062 21.110662))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110600934382536,79.11904535484067,South
"POLYGON ((79.119092 21.110697, 79.119149 21.110644, 79.119123 21.11062, 79.119066 21.110673, 79.119092 21.110697))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110658500002387,79.1191076000045,South
"POLYGON ((79.119174 21.110776, 79.119213 21.110734, 79.119157 21.110689, 79.119118 21.11073, 79.119174 21.110776))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11073230074699,79.11916568347408,South
"POLYGON ((79.119125 21.110824, 79.119166 21.110788, 79.119115 21.110738, 79.119074 21.110774, 79.119125 21.110824))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110780733621407,79.11911995190317,South
"POLYGON ((79.119062 21.110868, 79.119108 21.110827, 79.119061 21.110781, 79.119015 21.110821, 79.119062 21.110868))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11082411767819,79.11906173315252,South
"POLYGON ((79.119014 21.110909, 79.119054 21.110873, 79.119005 21.110827, 79.118966 21.110863, 79.119014 21.110909))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110867948061802,79.11900986644748,South
"POLYGON ((79.119084 21.110947, 79.119112 21.110923, 79.119064 21.110876, 79.119036 21.1109, 79.119084 21.110947))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110911334809202,79.11907385488003,South
"POLYGON ((79.119131 21.110921, 79.119176 21.110875, 79.119119 21.110826, 79.119074 21.110871, 79.119131 21.110921))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110873250002616,79.1191251499983,South
"POLYGON ((79.119024 21.111018, 79.119067 21.110978, 79.119018 21.110932, 79.118975 21.110971, 79.119024 21.111018))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11097465000204,79.1190212499987,South
"POLYGON ((79.118968 21.110956, 79.119007 21.110916, 79.118966 21.110881, 79.118927 21.110922, 79.118968 21.110956))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110918781995714,79.11896698380117,South
"POLYGON ((79.118963 21.11105, 79.119006 21.111012, 79.118918 21.110925, 79.118875 21.110962, 79.118963 21.11105))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11098716402234,79.1189405429712,South
"POLYGON ((79.118911 21.111097, 79.118953 21.11106, 79.118918 21.111026, 79.118876 21.111063, 79.118911 21.111097))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11106125059261,79.11891471660965,South
"POLYGON ((79.118866 21.111053, 79.118912 21.111013, 79.11886 21.110962, 79.118815 21.111001, 79.118866 21.111053))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1110072334713,79.11886350109984,South
"POLYGON ((79.118862 21.111146, 79.118904 21.111103, 79.11886 21.111066, 79.118818 21.111108, 79.118862 21.111146))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111105666691792,79.11886089958462,South
"POLYGON ((79.118809 21.111095, 79.118854 21.11105, 79.118802 21.111005, 79.118757 21.111049, 79.118809 21.111095))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111049900002374,79.11880554999915,South
"POLYGON ((79.118931 21.111327, 79.11887 21.111268, 79.118814 21.111319, 79.118852 21.111356, 79.118866 21.111343, 79.118889 21.111365, 79.118931 21.111327))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111319351085896,79.11887275233241,South
"POLYGON ((79.118888 21.11144, 79.118966 21.111371, 79.11893 21.111336, 79.118852 21.111405, 79.118888 21.11144))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111388050004642,79.11890880000779,South
"POLYGON ((79.118949 21.111523, 79.119036 21.111448, 79.118979 21.11139, 79.118891 21.111465, 79.118949 21.111523))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111456550006313,79.11896380000569,South
"POLYGON ((79.119033 21.111601, 79.119124 21.11152, 79.119062 21.11146, 79.118971 21.111541, 79.119033 21.111601))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111530450006853,79.11904755000646,South
"POLYGON ((79.119132 21.111689, 79.119215 21.111611, 79.119151 21.111552, 79.119068 21.11163, 79.119132 21.111689))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111620100005965,79.11914145000476,South
"POLYGON ((79.119198 21.11176, 79.119282 21.111686, 79.11922 21.111625, 79.119136 21.111699, 79.119198 21.11176))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111692550006055,79.11920910000403,South
"POLYGON ((79.11928 21.111846, 79.119366 21.11177, 79.119313 21.111716, 79.119226 21.111792, 79.11928 21.111846))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111780950006064,79.11929615000659,South
"POLYGON ((79.119362 21.111932, 79.119452 21.11184, 79.119377 21.111776, 79.119287 21.111869, 79.119362 21.111932))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111854450007307,79.11936930000682,South
"POLYGON ((79.119445 21.11201, 79.119541 21.111926, 79.119472 21.111858, 79.119376 21.111942, 79.119445 21.11201))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11193380167875,79.1194586663717,South
"POLYGON ((79.119162 21.111957, 79.119177 21.111942, 79.119116 21.111886, 79.119118 21.111916, 79.119162 21.111957))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111924928843358,79.11914325397774,South
"POLYGON ((79.119599 21.112137, 79.119648 21.11209, 79.119619 21.112063, 79.11957 21.11211, 79.119599 21.112137))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112099800001875,79.11960885000282,South
"POLYGON ((79.119554 21.112099, 79.119628 21.112024, 79.119541 21.111949, 79.119467 21.112024, 79.119554 21.112099))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11202390006857,79.11954746667008,South
"POLYGON ((79.119792 21.111877, 79.119826 21.111843, 79.119843 21.111858, 79.119884 21.111817, 79.119757 21.111707, 79.119682 21.111782, 79.119792 21.111877))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111794857313203,79.11978071239112,South
"POLYGON ((79.119575 21.111769, 79.119504 21.111706, 79.119465 21.111745, 79.119536 21.111808, 79.119575 21.111769))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11175675000298,79.11952014999405,South
"POLYGON ((79.119599 21.111774, 79.119642 21.111734, 79.119559 21.111655, 79.119516 21.111694, 79.119599 21.111774))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111714344112823,79.11957901466666,South
"POLYGON ((79.119446 21.111728, 79.119493 21.111683, 79.119425 21.111621, 79.119378 21.111666, 79.119446 21.111728))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111674450003157,79.1194353999955,South
"POLYGON ((79.119478 21.111654, 79.11952 21.111614, 79.119471 21.111569, 79.119429 21.111609, 79.119478 21.111654))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111611482602893,79.11947431793351,South
"POLYGON ((79.119326 21.111612, 79.119368 21.111572, 79.119329 21.111536, 79.119286 21.111576, 79.119326 21.111612))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111573949126928,79.1193272333703,South
"POLYGON ((79.119726 21.111653, 79.119692 21.111613, 79.119645 21.111648, 79.119679 21.111688, 79.119726 21.111653))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11165045000177,79.11968540000028,South
"POLYGON ((79.119636 21.111637, 79.119703 21.111578, 79.119652 21.111527, 79.119584 21.111586, 79.119636 21.111637))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11158190000391,79.11964375000228,South
"POLYGON ((79.11975 21.111614, 79.119794 21.111574, 79.119744 21.111526, 79.1197 21.111567, 79.11975 21.111614))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111570200002152,79.11974709999862,South
"POLYGON ((79.119789 21.111556, 79.119827 21.111513, 79.119737 21.111442, 79.119698 21.111484, 79.119789 21.111556))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111498600004694,79.1197627499904,South
"POLYGON ((79.120191 21.111502, 79.1201 21.111408, 79.119992 21.111499, 79.120083 21.111593, 79.120191 21.111502))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111500600261532,79.12009118331146,South
"POLYGON ((79.119898 21.111493, 79.119854 21.111439, 79.119803 21.111475, 79.119848 21.11153, 79.119898 21.111493))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111484216863513,79.11985060105056,South
"POLYGON ((79.119898 21.111419, 79.119832 21.11135, 79.119801 21.111376, 79.119866 21.111445, 79.119898 21.111419))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111397750001675,79.11984944999246,South
"POLYGON ((79.119929 21.111494, 79.119983 21.111444, 79.119934 21.111398, 79.11988 21.111448, 79.119929 21.111494))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111445766637452,79.11993135078419,South
"POLYGON ((79.120004 21.111404, 79.120102 21.111318, 79.120061 21.111278, 79.119964 21.111364, 79.120004 21.111404))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111340942611974,79.12003265501816,South
"POLYGON ((79.11992 21.111398, 79.12005 21.111266, 79.119991 21.111216, 79.119861 21.111349, 79.11992 21.111398))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111307154292437,79.11995539471158,South
"POLYGON ((79.12037 21.111368, 79.120418 21.111325, 79.120302 21.111214, 79.120254 21.111257, 79.12037 21.111368))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11129082136473,79.12033617796955,South
"POLYGON ((79.120221 21.11132, 79.120258 21.111284, 79.120238 21.111267, 79.120306 21.111202, 79.12022 21.111125, 79.120116 21.111225, 79.120221 21.11132))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11121953556274,79.12021223638858,South
"POLYGON ((79.12045 21.111328, 79.12055 21.111234, 79.120484 21.111173, 79.120419 21.111235, 79.120388 21.111207, 79.120354 21.11124, 79.12045 21.111328))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111248821793666,79.1204560324066,South
"POLYGON ((79.120348 21.111206, 79.120439 21.111114, 79.12034 21.111028, 79.120248 21.111119, 79.120348 21.111206))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11111658332276,79.1203435507388,South
"POLYGON ((79.120239 21.111089, 79.120323 21.111002, 79.120233 21.110926, 79.120149 21.111013, 79.120239 21.111089))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11100775000769,79.12023585000063,South
"POLYGON ((79.120127 21.111028, 79.120037 21.110928, 79.119933 21.11101, 79.120023 21.111109, 79.120127 21.111028))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.111018501542038,79.12003018321688,South
"POLYGON ((79.120128 21.110973, 79.120211 21.110895, 79.12013 21.110819, 79.120046 21.110897, 79.120128 21.110973))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11089611667029,79.12012850021749,South
"POLYGON ((79.120872 21.110687, 79.120927 21.110632, 79.120842 21.110557, 79.120786 21.110612, 79.120872 21.110687))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110622131491226,79.12085677014538,South
"POLYGON ((79.120988 21.110601, 79.121034 21.110558, 79.120942 21.110475, 79.120897 21.110519, 79.120988 21.110601))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11053835000449,79.12096529998877,South
"POLYGON ((79.121032 21.11081, 79.121122 21.110726, 79.121074 21.110681, 79.120984 21.110764, 79.121032 21.11081))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11074510000622,79.12105290000991,South
"POLYGON ((79.120982 21.110742, 79.121053 21.110677, 79.121014 21.11064, 79.120956 21.110693, 79.120982 21.110742))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110688668530518,79.12100197068523,South
"POLYGON ((79.12112 21.110709, 79.121208 21.110626, 79.121137 21.11056, 79.121049 21.110643, 79.12112 21.110709))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.110634101826907,79.12112856646125,South
"POLYGON ((79.121249 21.110608, 79.121329 21.110532, 79.121253 21.110462, 79.121173 21.110538, 79.121249 21.110608))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11053494926569,79.12125103335806,South
